ID	ENV	REP	TKW
G328	2025ZMDW	2	56.3715
G329	2025ZMDW	1	47.3813
G329	2025ZMDW	2	47.6059
G330	2025ZMDW	1	53.1458
G330	2025ZMDW	2	48.9871
G331	2025ZMDW	1	34.7692
G331	2025ZMDW	2	33.8357
G332	2025ZMDW	1	36.7477
G332	2025ZMDW	2	36.7669
G333	2025ZMDW	1	39.4571
G333	2025ZMDW	2	39.0412
G334	2025ZMDW	1	49.4058
G334	2025ZMDW	2	50.7363
G335	2025ZMDW	1	41.1935
G335	2025ZMDW	2	40.72
G336	2025ZMDW	1	48.2342
G336	2025ZMDW	2	47.2477
G337	2025ZMDW	1	43.213
G337	2025ZMDW	2	41.0521
G338	2025ZMDW	1	52.7882
G338	2025ZMDW	2	51.2683
G339	2025ZMDW	1	52.0889
G339	2025ZMDW	2	51.1069
G1	2025ZMDZ	1	50.0736
G1	2025ZMDZ	2	54.0419
G2	2025ZMDZ	1	43.4889
G2	2025ZMDZ	2	42.9469
G3	2025ZMDZ	1	33.1618
G3	2025ZMDZ	2	31.6031
G4	2025ZMDZ	1	41.1085
G4	2025ZMDZ	2	41.906
G5	2025ZMDZ	1	48.4074
G5	2025ZMDZ	2	48.5769
G6	2025ZMDZ	1	45.75
G6	2025ZMDZ	2	45.5694
G7	2025ZMDZ	1	48.2099
G7	2025ZMDZ	2	47.9512
G8	2025ZMDZ	1	44.7985
G8	2025ZMDZ	2	44.4905
G9	2025ZMDZ	1	44.3333
G9	2025ZMDZ	2	43.7038
G10	2025ZMDZ	1	41.9221
G10	2025ZMDZ	2	39.9568
G11	2025ZMDZ	1	48.9789
G11	2025ZMDZ	2	47.1429
G12	2025ZMDZ	1	49.1717
G12	2025ZMDZ	2	49.1846
G13	2025ZMDZ	1	45.8707
G13	2025ZMDZ	2	44.767
G14	2025ZMDZ	1	52.5397
G14	2025ZMDZ	2	50.6957
G15	2025ZMDZ	1	49.5052
G15	2025ZMDZ	2	49.2601
G16	2025ZMDZ	1	49.1074
G16	2025ZMDZ	2	50.2021
G17	2025ZMDZ	1	50.622
G17	2025ZMDZ	2	47.988
G18	2025ZMDZ	1	50.6019
G18	2025ZMDZ	2	49.6926
G19	2025ZMDZ	1	46.2012
G19	2025ZMDZ	2	46.5836
G20	2025ZMDZ	1	46.068
G20	2025ZMDZ	2	44.6076
G21	2025ZMDZ	1	47.5306
G21	2025ZMDZ	2	47.0247
G22	2025ZMDZ	1	36.6212
G22	2025ZMDZ	2	36.904
G23	2025ZMDZ	1	44.4
G23	2025ZMDZ	2	44.113
G24	2025ZMDZ	1	43.2121
G24	2025ZMDZ	2	43.3065
G25	2025ZMDZ	1	45.2712
G25	2025ZMDZ	2	39.2548
G26	2025ZMDZ	1	50.7273
G26	2025ZMDZ	2	51.0332
G27	2025ZMDZ	1	48.3361
G27	2025ZMDZ	2	46.1367
G28	2025ZMDZ	1	43.3434
G28	2025ZMDZ	2	43.0759
G29	2025ZMDZ	1	45.7191
G29	2025ZMDZ	2	45.122
G30	2025ZMDZ	1	46.3228
G30	2025ZMDZ	2	44.237
G31	2025ZMDZ	1	41.5816
G31	2025ZMDZ	2	41.4538
G32	2025ZMDZ	1	43.8692
G32	2025ZMDZ	2	43.9782
G33	2025ZMDZ	1	52.4079
G33	2025ZMDZ	2	46.5045
G34	2025ZMDZ	1	44.9189
G34	2025ZMDZ	2	44.8556
G35	2025ZMDZ	1	43.3714
G35	2025ZMDZ	2	43.8978
G36	2025ZMDZ	1	44.4024
G36	2025ZMDZ	2	44.0925
G37	2025ZMDZ	1	45.7724
G37	2025ZMDZ	2	45.3801
G38	2025ZMDZ	1	40.4937
G38	2025ZMDZ	2	38.2179
G39	2025ZMDZ	1	39.7364
G39	2025ZMDZ	2	38.9952
G40	2025ZMDZ	1	48.2727
G40	2025ZMDZ	2	49.6603
G41	2025ZMDZ	1	39.2478
G41	2025ZMDZ	2	39.0971
G42	2025ZMDZ	1	53.219
G42	2025ZMDZ	2	53.1719
G43	2025ZMDZ	1	46.3796
G43	2025ZMDZ	2	46.5
G44	2025ZMDZ	1	46.8276
G44	2025ZMDZ	2	46.8071
G45	2025ZMDZ	1	39.7273
G45	2025ZMDZ	2	40.7338
G46	2025ZMDZ	1	43.1282
G46	2025ZMDZ	2	42.7143
G47	2025ZMDZ	1	51.093
G47	2025ZMDZ	2	51.0305
G48	2025ZMDZ	1	53.2333
G48	2025ZMDZ	2	52.8423
G49	2025ZMDZ	1	43.7586
G49	2025ZMDZ	2	44.0361
G50	2025ZMDZ	1	44.0845
G50	2025ZMDZ	2	43.5864
G51	2025ZMDZ	1	47.7606
G51	2025ZMDZ	2	47.0075
G52	2025ZMDZ	1	49.7589
G52	2025ZMDZ	2	49.9449
G53	2025ZMDZ	1	49.3146
G53	2025ZMDZ	2	49.3299
G54	2025ZMDZ	1	47.3895
G54	2025ZMDZ	2	48.296
G55	2025ZMDZ	1	51.9853
G55	2025ZMDZ	2	51.5919
G56	2025ZMDZ	1	46.438
G56	2025ZMDZ	2	46.1798
G57	2025ZMDZ	1	49.0159
G57	2025ZMDZ	2	49.1207
G58	2025ZMDZ	1	33.4143
G58	2025ZMDZ	2	32.6174
G59	2025ZMDZ	1	44.2796
G59	2025ZMDZ	2	43.3105
G60	2025ZMDZ	1	44.5769
G60	2025ZMDZ	2	43.594
G61	2025ZMDZ	1	47.2698
G61	2025ZMDZ	2	47.214
G62	2025ZMDZ	1	58.6579
G62	2025ZMDZ	2	59.5709
G63	2025ZMDZ	1	47.7349
G63	2025ZMDZ	2	48.4974
G64	2025ZMDZ	1	47.4789
G64	2025ZMDZ	2	47.5
G65	2025ZMDZ	1	47.0792
G65	2025ZMDZ	2	46.4339
G66	2025ZMDZ	1	55.3301
G66	2025ZMDZ	2	52.977
G67	2025ZMDZ	1	45.9899
G67	2025ZMDZ	2	44.6835
G68	2025ZMDZ	1	39.2414
G68	2025ZMDZ	2	38.4924
G69	2025ZMDZ	1	43.6047
G69	2025ZMDZ	2	43.988
G70	2025ZMDZ	1	43.3357
G70	2025ZMDZ	2	43.3584
G71	2025ZMDZ	1	48.0118
G71	2025ZMDZ	2	48.5659
G72	2025ZMDZ	1	46.7679
G72	2025ZMDZ	2	46.3829
G73	2025ZMDZ	1	52.4868
G73	2025ZMDZ	2	50.1182
G74	2025ZMDZ	1	44.6887
G74	2025ZMDZ	2	44.6718
G75	2025ZMDZ	1	50.7065
G75	2025ZMDZ	2	49.1164
G76	2025ZMDZ	1	47.5505
G76	2025ZMDZ	2	45.2713
G77	2025ZMDZ	1	47
G77	2025ZMDZ	2	46.1103
G78	2025ZMDZ	1	47.33
G78	2025ZMDZ	2	45.8783
G79	2025ZMDZ	1	50.7308
G79	2025ZMDZ	2	48.9244
G80	2025ZMDZ	1	51.2353
G80	2025ZMDZ	2	49.7767
G81	2025ZMDZ	1	42.3889
G81	2025ZMDZ	2	41.9913
G82	2025ZMDZ	1	49.322
G82	2025ZMDZ	2	49.613
G83	2025ZMDZ	1	47.9273
G83	2025ZMDZ	2	46.9874
G84	2025ZMDZ	1	45.7045
G84	2025ZMDZ	2	44.96
G85	2025ZMDZ	1	28.8679
G85	2025ZMDZ	2	28.6864
G86	2025ZMDZ	1	45.3333
G86	2025ZMDZ	2	46.1608
G87	2025ZMDZ	1	33.907
G87	2025ZMDZ	2	32.5028
G88	2025ZMDZ	1	30.7069
G88	2025ZMDZ	2	30.0435
G89	2025ZMDZ	1	49.9727
G89	2025ZMDZ	2	48.6189
G90	2025ZMDZ	1	50.3056
G90	2025ZMDZ	2	50.281
G91	2025ZMDZ	1	45.3562
G91	2025ZMDZ	2	45.6818
G92	2025ZMDZ	1	50.4024
G92	2025ZMDZ	2	50.0625
G93	2025ZMDZ	1	48.8319
G93	2025ZMDZ	2	48.6134
G94	2025ZMDZ	1	53.5735
G94	2025ZMDZ	2	54.0616
G95	2025ZMDZ	1	51.3585
G95	2025ZMDZ	2	51.145
G96	2025ZMDZ	1	49.9796
G96	2025ZMDZ	2	49.8956
G97	2025ZMDZ	1	46.4444
G97	2025ZMDZ	2	45.5192
G98	2025ZMDZ	1	49.573
G98	2025ZMDZ	2	48.3122
G99	2025ZMDZ	1	41.1356
G99	2025ZMDZ	2	40.767
G100	2025ZMDZ	1	50.6389
G100	2025ZMDZ	2	50.1907
G101	2025ZMDZ	1	49.8217
G101	2025ZMDZ	2	50.35
G102	2025ZMDZ	1	58.2479
G102	2025ZMDZ	2	58.4516
G103	2025ZMDZ	1	45.9217
G103	2025ZMDZ	2	46.5451
G104	2025ZMDZ	1	44.2349
G104	2025ZMDZ	2	43.5749
G105	2025ZMDZ	1	57.8148
G105	2025ZMDZ	2	57.1458
G106	2025ZMDZ	1	50.1368
G106	2025ZMDZ	2	49.1287
G107	2025ZMDZ	1	55.7911
G107	2025ZMDZ	2	54.0602
G108	2025ZMDZ	1	60.3684
G108	2025ZMDZ	2	54.8299
G109	2025ZMDZ	1	53.2156
G109	2025ZMDZ	2	51.7081
G110	2025ZMDZ	1	55.3158
G110	2025ZMDZ	2	55.4096
G111	2025ZMDZ	1	58.2059
G111	2025ZMDZ	2	58.0872
G112	2025ZMDZ	1	55.9835
G112	2025ZMDZ	2	54.937
G113	2025ZMDZ	1	50.7895
G113	2025ZMDZ	2	50.7705
G114	2025ZMDZ	1	52.5646
G114	2025ZMDZ	2	50.6703
G115	2025ZMDZ	1	47.9167
G115	2025ZMDZ	2	47.8813
G116	2025ZMDZ	1	47.8769
G116	2025ZMDZ	2	47.4577
G117	2025ZMDZ	1	52.825
G117	2025ZMDZ	2	52.1969
G118	2025ZMDZ	1	53.1934
G118	2025ZMDZ	2	52.4753
G119	2025ZMDZ	1	48.9086
G119	2025ZMDZ	2	47.8123
G120	2025ZMDZ	1	49.9776
G120	2025ZMDZ	2	49.0086
G121	2025ZMDZ	1	42.2878
G121	2025ZMDZ	2	41.8185
G122	2025ZMDZ	1	45.8947
G122	2025ZMDZ	2	47.084
G123	2025ZMDZ	1	44.8117
G123	2025ZMDZ	2	44.4043
G124	2025ZMDZ	1	47.6084
G124	2025ZMDZ	2	47.2528
G125	2025ZMDZ	1	51.2424
G125	2025ZMDZ	2	50.2129
G126	2025ZMDZ	1	42.5691
G126	2025ZMDZ	2	41.4267
G127	2025ZMDZ	1	38.2179
G127	2025ZMDZ	2	37.4054
G128	2025ZMDZ	1	50.1314
G128	2025ZMDZ	2	50.1506
G129	2025ZMDZ	1	45.777
G129	2025ZMDZ	2	45.8206
G130	2025ZMDZ	1	36.375
G130	2025ZMDZ	2	37.3382
G131	2025ZMDZ	1	46.2342
G131	2025ZMDZ	2	45.6978
G132	2025ZMDZ	1	47.9792
G132	2025ZMDZ	2	48.1842
G133	2025ZMDZ	1	45.7301
G133	2025ZMDZ	2	45.2842
G134	2025ZMDZ	1	47.3869
G134	2025ZMDZ	2	47.6312
G135	2025ZMDZ	1	46.375
G135	2025ZMDZ	2	45.0748
G136	2025ZMDZ	1	53.5037
G136	2025ZMDZ	2	51.6564
G137	2025ZMDZ	1	45.5575
G137	2025ZMDZ	2	45.452
G138	2025ZMDZ	1	39.1744
G138	2025ZMDZ	2	39.4013
G139	2025ZMDZ	1	44.2367
G139	2025ZMDZ	2	42.4328
G140	2025ZMDZ	1	47.8986
G140	2025ZMDZ	2	46.6692
G141	2025ZMDZ	1	36.7211
G141	2025ZMDZ	2	35.3153
G142	2025ZMDZ	1	47.6233
G142	2025ZMDZ	2	47.257
G143	2025ZMDZ	1	47.0581
G143	2025ZMDZ	2	46.5044
G144	2025ZMDZ	1	43.875
G144	2025ZMDZ	2	43.7953
G145	2025ZMDZ	1	41.8103
G145	2025ZMDZ	2	41.632
G146	2025ZMDZ	1	44.2848
G146	2025ZMDZ	2	43.7782
G147	2025ZMDZ	1	47.9078
G147	2025ZMDZ	2	46.8444
G148	2025ZMDZ	1	47.5133
G148	2025ZMDZ	2	47.1214
G149	2025ZMDZ	1	49.9478
G149	2025ZMDZ	2	48.3458
G150	2025ZMDZ	1	46
G150	2025ZMDZ	2	44.1142
G151	2025ZMDZ	1	46.305
G151	2025ZMDZ	2	43.5449
G152	2025ZMDZ	1	45.7838
G152	2025ZMDZ	2	45.816
G153	2025ZMDZ	1	47.1787
G153	2025ZMDZ	2	46.7175
G154	2025ZMDZ	1	43.2821
G154	2025ZMDZ	2	42.7458
G155	2025ZMDZ	1	38.5185
G155	2025ZMDZ	2	36.2214
G156	2025ZMDZ	1	50.4286
G156	2025ZMDZ	2	49.5699
G157	2025ZMDZ	1	45.9489
G157	2025ZMDZ	2	46.4774
G158	2025ZMDZ	1	37.7692
G158	2025ZMDZ	2	37.4199
G159	2025ZMDZ	1	42.8621
G159	2025ZMDZ	2	43.3512
G160	2025ZMDZ	1	50.431
G160	2025ZMDZ	2	50.0925
G161	2025ZMDZ	1	43.6857
G161	2025ZMDZ	2	43.3014
G162	2025ZMDZ	1	42.3239
G162	2025ZMDZ	2	42.2067
G163	2025ZMDZ	1	43.3043
G163	2025ZMDZ	2	43.2681
G164	2025ZMDZ	1	48.3596
G164	2025ZMDZ	2	47.757
G165	2025ZMDZ	1	45.8257
G165	2025ZMDZ	2	45.5195
G166	2025ZMDZ	1	49.358
G166	2025ZMDZ	2	48.7122
G167	2025ZMDZ	1	44.2556
G167	2025ZMDZ	2	43.5121
G168	2025ZMDZ	1	45.1595
G168	2025ZMDZ	2	44.4335
G169	2025ZMDZ	1	42.125
G169	2025ZMDZ	2	41.2033
G170	2025ZMDZ	1	34.9935
G170	2025ZMDZ	2	34.4497
G171	2025ZMDZ	1	36.0093
G171	2025ZMDZ	2	34.6946
G172	2025ZMDZ	1	41.8066
G172	2025ZMDZ	2	39.5533
G173	2025ZMDZ	1	34.6429
G173	2025ZMDZ	2	34.1459
G174	2025ZMDZ	1	51.0405
G174	2025ZMDZ	2	49.5676
G175	2025ZMDZ	1	43.3158
G175	2025ZMDZ	2	41.9241
G176	2025ZMDZ	1	50.1382
G176	2025ZMDZ	2	49.2415
G177	2025ZMDZ	1	50.0889
G177	2025ZMDZ	2	49.1854
G178	2025ZMDZ	1	45.6741
G178	2025ZMDZ	2	44.6861
G179	2025ZMDZ	1	37.2205
G179	2025ZMDZ	2	37.1218
G180	2025ZMDZ	1	52.3736
G180	2025ZMDZ	2	48.6372
G181	2025ZMDZ	1	53.4491
G181	2025ZMDZ	2	51.7063
G182	2025ZMDZ	1	49.4
G182	2025ZMDZ	2	49.5545
G183	2025ZMDZ	1	45.6532
G183	2025ZMDZ	2	44.6145
G184	2025ZMDZ	1	47.0882
G184	2025ZMDZ	2	46.4115
G185	2025ZMDZ	1	45.4419
G185	2025ZMDZ	2	44.1589
G186	2025ZMDZ	1	35.0081
G186	2025ZMDZ	2	34.5
G187	2025ZMDZ	1	39.5955
G187	2025ZMDZ	2	38.6181
G188	2025ZMDZ	1	30.4703
G188	2025ZMDZ	2	30.1586
G189	2025ZMDZ	1	37.6968
G189	2025ZMDZ	2	36.9485
G190	2025ZMDZ	1	38.3846
G190	2025ZMDZ	2	37.2685
G191	2025ZMDZ	1	30.7784
G191	2025ZMDZ	2	31.0789
G192	2025ZMDZ	1	40.2761
G192	2025ZMDZ	2	39.508
G193	2025ZMDZ	1	38.0299
G193	2025ZMDZ	2	36.7479
G194	2025ZMDZ	1	46.7333
G194	2025ZMDZ	2	45.581
G195	2025ZMDZ	1	46.3154
G195	2025ZMDZ	2	46.3993
G196	2025ZMDZ	1	48.6859
G196	2025ZMDZ	2	47.6774
G197	2025ZMDZ	1	44.7735
G197	2025ZMDZ	2	44.2587
G198	2025ZMDZ	1	48.4414
G198	2025ZMDZ	2	47.1089
G199	2025ZMDZ	1	48.1736
G199	2025ZMDZ	2	47.7701
G200	2025ZMDZ	1	45.6104
G200	2025ZMDZ	2	44.7532
G201	2025ZMDZ	1	54.7324
G201	2025ZMDZ	2	53.8326
G202	2025ZMDZ	1	46.3095
G202	2025ZMDZ	2	45.9933
G203	2025ZMDZ	1	51.7901
G203	2025ZMDZ	2	51.6678
G204	2025ZMDZ	1	49.1642
G204	2025ZMDZ	2	48.4646
G205	2025ZMDZ	1	45.9065
G205	2025ZMDZ	2	45.9154
G206	2025ZMDZ	1	47.8819
G206	2025ZMDZ	2	48.165
G207	2025ZMDZ	1	47.2867
G207	2025ZMDZ	2	46.5502
G208	2025ZMDZ	1	48.6828
G208	2025ZMDZ	2	48.5185
G209	2025ZMDZ	1	49.7374
G209	2025ZMDZ	2	50.1255
G210	2025ZMDZ	1	38.6081
G210	2025ZMDZ	2	38.7011
G211	2025ZMDZ	1	43.4253
G211	2025ZMDZ	2	43.257
G212	2025ZMDZ	1	37.3648
G212	2025ZMDZ	2	36.9762
G213	2025ZMDZ	1	51.4011
G213	2025ZMDZ	2	49.9014
G214	2025ZMDZ	1	44.3964
G214	2025ZMDZ	2	43.3182
G215	2025ZMDZ	1	41.6415
G215	2025ZMDZ	2	38.6578
G216	2025ZMDZ	1	42.4173
G216	2025ZMDZ	2	40.215
G217	2025ZMDZ	1	52.109
G217	2025ZMDZ	2	51.4891
G218	2025ZMDZ	1	43.446
G218	2025ZMDZ	2	41.0515
G219	2025ZMDZ	1	46.5579
G219	2025ZMDZ	2	45.485
G220	2025ZMDZ	1	49.828
G220	2025ZMDZ	2	49.6167
G221	2025ZMDZ	1	48.7863
G221	2025ZMDZ	2	49.3009
G222	2025ZMDZ	1	52.2346
G222	2025ZMDZ	2	53.5956
G223	2025ZMDZ	1	42.9806
G223	2025ZMDZ	2	41.5963
G224	2025ZMDZ	2	48.2484
G224	2025ZMDZ	1	49.1967
G225	2025ZMDZ	1	46.1604
G225	2025ZMDZ	2	45.0492
G226	2025ZMDZ	1	38.6852
G226	2025ZMDZ	2	38.722
G227	2025ZMDZ	1	50.1842
G227	2025ZMDZ	2	48.5388
G228	2025ZMDZ	1	48.4477
G228	2025ZMDZ	2	47.1533
G229	2025ZMDZ	1	39.1554
G229	2025ZMDZ	2	39.3609
G230	2025ZMDZ	1	41.5538
G230	2025ZMDZ	2	40.9345
G231	2025ZMDZ	1	46.5249
G231	2025ZMDZ	2	45.1304
G232	2025ZMDZ	1	43.642
G232	2025ZMDZ	2	42.881
G233	2025ZMDZ	1	49.0909
G233	2025ZMDZ	2	48.7957
G234	2025ZMDZ	1	51.5747
G234	2025ZMDZ	2	50.8365
G235	2025ZMDZ	1	39.6419
G235	2025ZMDZ	2	39.1641
G236	2025ZMDZ	1	45.1812
G236	2025ZMDZ	2	43.2551
G237	2025ZMDZ	1	43.7189
G237	2025ZMDZ	2	42.6522
G238	2025ZMDZ	1	48.019
G238	2025ZMDZ	2	46.2918
G239	2025ZMDZ	1	48.6984
G239	2025ZMDZ	2	47.3566
G240	2025ZMDZ	1	47.545
G240	2025ZMDZ	2	47.3953
G241	2025ZMDZ	1	45.7431
G241	2025ZMDZ	2	44.8311
G242	2025ZMDZ	1	51.8456
G242	2025ZMDZ	2	51.4771
G243	2025ZMDZ	1	48.6588
G243	2025ZMDZ	2	47.6258
G244	2025ZMDZ	1	47.5238
G244	2025ZMDZ	2	46.1725
G245	2025ZMDZ	1	44.557
G245	2025ZMDZ	2	44.2311
G246	2025ZMDZ	1	44.5188
G246	2025ZMDZ	2	43.6586
G247	2025ZMDZ	1	47.5385
G247	2025ZMDZ	2	45.9887
G248	2025ZMDZ	1	39.316
G248	2025ZMDZ	2	38.6657
G249	2025ZMDZ	1	33.7677
G249	2025ZMDZ	2	33.4455
G250	2025ZMDZ	1	40.245
G250	2025ZMDZ	2	39.0816
G251	2025ZMDZ	1	43.0511
G251	2025ZMDZ	2	42.529
G252	2025ZMDZ	1	44.9348
G252	2025ZMDZ	2	43.9088
G253	2025ZMDZ	1	48.0872
G253	2025ZMDZ	2	47.4089
G254	2025ZMDZ	1	42.0581
G254	2025ZMDZ	2	41.223
G255	2025ZMDZ	1	46.5843
G255	2025ZMDZ	2	44.9551
G256	2025ZMDZ	1	47.7536
G256	2025ZMDZ	2	46.8545
G257	2025ZMDZ	1	46.0123
G257	2025ZMDZ	2	45.3797
G258	2025ZMDZ	1	43.7008
G258	2025ZMDZ	2	42.7602
G259	2025ZMDZ	1	44.2229
G259	2025ZMDZ	2	44.1957
G260	2025ZMDZ	1	43.8514
G260	2025ZMDZ	2	42.7628
G261	2025ZMDZ	1	50.2443
G261	2025ZMDZ	2	50.3786
G262	2025ZMDZ	1	50.3889
G262	2025ZMDZ	2	49.1636
G263	2025ZMDZ	1	51.0556
G263	2025ZMDZ	2	48.6515
G264	2025ZMDZ	1	51.7881
G264	2025ZMDZ	2	51.4626
G265	2025ZMDZ	1	49.3838
G265	2025ZMDZ	2	48.092
G266	2025ZMDZ	1	55.4931
G266	2025ZMDZ	2	53.2597
G267	2025ZMDZ	1	47.5955
G267	2025ZMDZ	2	47.4059
G268	2025ZMDZ	1	43.9224
G268	2025ZMDZ	2	43.52
G269	2025ZMDZ	1	52.1647
G269	2025ZMDZ	2	52.1694
G270	2025ZMDZ	1	51.2055
G270	2025ZMDZ	2	50.1269
G271	2025ZMDZ	1	40.7463
G271	2025ZMDZ	2	39.8249
G272	2025ZMDZ	1	46.6875
G272	2025ZMDZ	2	45.3197
G273	2025ZMDZ	1	54.3359
G273	2025ZMDZ	2	51.8649
G274	2025ZMDZ	1	48.71
G274	2025ZMDZ	2	47.4072
G275	2025ZMDZ	1	49.6842
G275	2025ZMDZ	2	47.6074
G276	2025ZMDZ	1	52.1592
G276	2025ZMDZ	2	52.2461
G277	2025ZMDZ	1	51.7754
G277	2025ZMDZ	2	51.0705
G278	2025ZMDZ	1	49.1258
G278	2025ZMDZ	2	47.7723
G279	2025ZMDZ	1	47.0698
G279	2025ZMDZ	2	46.3704
G280	2025ZMDZ	1	42.4508
G280	2025ZMDZ	2	41.3309
G281	2025ZMDZ	1	47.2155
G281	2025ZMDZ	2	46.8097
G282	2025ZMDZ	1	44.6733
G282	2025ZMDZ	2	44.3131
G283	2025ZMDZ	1	54.9604
G283	2025ZMDZ	2	53.3622
G284	2025ZMDZ	1	51.3592
G284	2025ZMDZ	2	49.0862
G285	2025ZMDZ	1	51.7656
G285	2025ZMDZ	2	50.9959
G286	2025ZMDZ	1	33.4348
G286	2025ZMDZ	2	32.3137
G287	2025ZMDZ	1	47.0417
G287	2025ZMDZ	2	46.483
G288	2025ZMDZ	1	35.1098
G288	2025ZMDZ	2	35.3774
G289	2025ZMDZ	1	45.2336
G289	2025ZMDZ	2	43.7804
G290	2025ZMDZ	1	48.5758
G290	2025ZMDZ	2	48.9137
G291	2025ZMDZ	1	50.6371
G291	2025ZMDZ	2	48.5946
G292	2025ZMDZ	1	50.0066
G292	2025ZMDZ	2	48.2473
G293	2025ZMDZ	1	49.381
G293	2025ZMDZ	2	49.3757
G294	2025ZMDZ	1	44.689
G294	2025ZMDZ	2	44.5401
G295	2025ZMDZ	1	49.3493
G295	2025ZMDZ	2	47.6598
G296	2025ZMDZ	1	44.4245
G296	2025ZMDZ	2	43.6373
G297	2025ZMDZ	1	52.062
G297	2025ZMDZ	2	51.2212
G298	2025ZMDZ	1	48.7027
G298	2025ZMDZ	2	48.0551
G299	2025ZMDZ	1	54.9364
G299	2025ZMDZ	2	54.0177
G300	2025ZMDZ	1	50.0114
G300	2025ZMDZ	2	48.5801
G301	2025ZMDZ	1	49.3846
G301	2025ZMDZ	2	49.0867
G302	2025ZMDZ	1	41.6768
G302	2025ZMDZ	2	41.7451
G303	2025ZMDZ	1	48.2696
G303	2025ZMDZ	2	47.1582
G304	2025ZMDZ	1	46.6815
G304	2025ZMDZ	2	45.5778
G305	2025ZMDZ	1	50.4383
G305	2025ZMDZ	2	49.9863
G306	2025ZMDZ	1	44.2708
G306	2025ZMDZ	2	43.4053
G307	2025ZMDZ	1	53.6854
G307	2025ZMDZ	2	52.2195
G308	2025ZMDZ	1	45.705
G308	2025ZMDZ	2	46.482
G309	2025ZMDZ	1	48.9939
G309	2025ZMDZ	2	48.7033
G310	2025ZMDZ	1	50.2449
G310	2025ZMDZ	2	49.8765
G311	2025ZMDZ	1	41.2181
G311	2025ZMDZ	2	40.7077
G312	2025ZMDZ	1	45.2424
G312	2025ZMDZ	2	44.4398
G313	2025ZMDZ	1	57.7043
G313	2025ZMDZ	2	55.0327
G314	2025ZMDZ	1	46.9624
G314	2025ZMDZ	2	45.8225
G315	2025ZMDZ	1	48.8961
G315	2025ZMDZ	2	47.636
G316	2025ZMDZ	1	NA
G316	2025ZMDZ	2	NA
G317	2025ZMDZ	1	51.0655
G317	2025ZMDZ	2	49.7421
G318	2025ZMDZ	1	51.1307
G318	2025ZMDZ	2	50.5817
G319	2025ZMDZ	1	44.7071
G319	2025ZMDZ	2	44.2707
G320	2025ZMDZ	1	39.9641
G320	2025ZMDZ	2	38.7112
G321	2025ZMDZ	1	42.8768
G321	2025ZMDZ	2	42.2971
G322	2025ZMDZ	1	49.8438
G322	2025ZMDZ	2	48.2718
G323	2025ZMDZ	1	51.3732
G323	2025ZMDZ	2	50.0285
G324	2025ZMDZ	1	49.0833
G324	2025ZMDZ	2	48.1758
G325	2025ZMDZ	1	48.8187
G325	2025ZMDZ	2	48
G326	2025ZMDZ	1	54.8225
G326	2025ZMDZ	2	53.7432
G327	2025ZMDZ	1	48.4034
G327	2025ZMDZ	2	47.3094
G328	2025ZMDZ	1	53.7727
G328	2025ZMDZ	2	52.8768
G329	2025ZMDZ	1	53.7397
G329	2025ZMDZ	2	52.9386
G330	2025ZMDZ	1	52.5435
G330	2025ZMDZ	2	51.8282
G331	2025ZMDZ	1	32.803
G331	2025ZMDZ	2	32.135
G332	2025ZMDZ	1	43.0211
G332	2025ZMDZ	2	41.8092
G333	2025ZMDZ	1	43.4659
G333	2025ZMDZ	2	43.7217
G334	2025ZMDZ	1	57.8703
G334	2025ZMDZ	2	57.5437
G335	2025ZMDZ	1	40.3821
G335	2025ZMDZ	2	40.4358
G336	2025ZMDZ	1	46.4773
G336	2025ZMDZ	2	47.6972
G337	2025ZMDZ	1	31.8692
G337	2025ZMDZ	2	31.497
G338	2025ZMDZ	1	50.1628
G338	2025ZMDZ	2	49.3347
G339	2025ZMDZ	1	50.3571
G339	2025ZMDZ	2	49.5184
G1	2025YLW	1	33.9135
G1	2025YLW	2	38.6339
G2	2025YLW	1	36.8267
G2	2025YLW	2	34.2117
G3	2025YLW	1	24.9806
G3	2025YLW	2	25.5359
G4	2025YLW	1	43.8926
G4	2025YLW	2	43.6
G5	2025YLW	1	39.1344
G5	2025YLW	2	37.7831
G6	2025YLW	1	42.6579
G6	2025YLW	2	41.621
G7	2025YLW	1	36.2739
G7	2025YLW	2	36.0471
G8	2025YLW	1	40.4848
G8	2025YLW	2	40.2302
G9	2025YLW	1	40.5581
G9	2025YLW	2	40.2431
G10	2025YLW	1	41.1941
G10	2025YLW	2	40.7435
G11	2025YLW	1	39.1394
G11	2025YLW	2	37.9391
G12	2025YLW	1	39.5741
G12	2025YLW	2	38.6
G13	2025YLW	1	37.7712
G13	2025YLW	2	37.7104
G14	2025YLW	1	41.9152
G14	2025YLW	2	41.4576
G15	2025YLW	1	38.1375
G15	2025YLW	2	36.9792
G16	2025YLW	1	42.0859
G16	2025YLW	2	41.1404
G17	2025YLW	1	38.3406
G17	2025YLW	2	36.0737
G18	2025YLW	1	39.6968
G18	2025YLW	2	39.1304
G19	2025YLW	1	37.2713
G19	2025YLW	2	50.1474
G20	2025YLW	1	39.8318
G20	2025YLW	2	39.0556
G21	2025YLW	1	39.5543
G21	2025YLW	2	38.2418
G22	2025YLW	1	34.7444
G22	2025YLW	2	32.8354
G23	2025YLW	1	32.7315
G23	2025YLW	2	31.4083
G24	2025YLW	1	40.9931
G24	2025YLW	2	39.8317
G25	2025YLW	1	40.4655
