ID	ENV	REP	TKW
G25	2025YLW	2	40.2984
G26	2025YLW	1	40.5577
G26	2025YLW	2	39.9727
G27	2025YLW	1	45.2995
G27	2025YLW	2	44.6944
G28	2025YLW	1	40.3077
G28	2025YLW	2	38.8105
G29	2025YLW	1	37.7195
G29	2025YLW	2	35.814
G30	2025YLW	1	43.1267
G30	2025YLW	2	41.1324
G31	2025YLW	1	46.5795
G31	2025YLW	2	44.4857
G32	2025YLW	1	40.2914
G32	2025YLW	2	37.394
G33	2025YLW	1	42.4416
G33	2025YLW	2	40.06
G34	2025YLW	1	43.2828
G34	2025YLW	2	43.6927
G35	2025YLW	1	39.8765
G35	2025YLW	2	38.5
G36	2025YLW	1	37.4928
G36	2025YLW	2	35.7446
G37	2025YLW	1	45.3684
G37	2025YLW	2	43.7552
G38	2025YLW	1	36.2353
G38	2025YLW	2	34.1521
G39	2025YLW	1	36.5026
G39	2025YLW	2	35.7049
G40	2025YLW	1	40.976
G40	2025YLW	2	41.1773
G41	2025YLW	1	36.5291
G41	2025YLW	2	36.1564
G42	2025YLW	1	45.0154
G42	2025YLW	2	44.0263
G43	2025YLW	1	35.9605
G43	2025YLW	2	34.5769
G44	2025YLW	1	41.4756
G44	2025YLW	2	38.5511
G45	2025YLW	1	37.5674
G45	2025YLW	2	36.7061
G46	2025YLW	1	41.4514
G46	2025YLW	2	43.2025
G47	2025YLW	1	39.4286
G47	2025YLW	2	36.5217
G48	2025YLW	1	42.4416
G48	2025YLW	2	42.7798
G49	2025YLW	1	33.966
G49	2025YLW	2	34.0245
G50	2025YLW	1	39.5532
G50	2025YLW	2	37.9081
G51	2025YLW	1	43.7023
G51	2025YLW	2	41.4036
G52	2025YLW	1	NA
G52	2025YLW	2	39.4941
G53	2025YLW	1	50.0234
G53	2025YLW	2	49.2523
G54	2025YLW	1	40.1752
G54	2025YLW	2	38.6243
G55	2025YLW	1	40.4675
G55	2025YLW	2	38.5034
G56	2025YLW	1	41.4813
G56	2025YLW	2	40.0405
G57	2025YLW	1	42.6059
G57	2025YLW	2	40.3929
G58	2025YLW	1	44.3077
G58	2025YLW	2	42.57
G59	2025YLW	1	40.2554
G59	2025YLW	2	NA
G60	2025YLW	1	42.2308
G60	2025YLW	2	39.8529
G61	2025YLW	1	41.1173
G61	2025YLW	2	40.4699
G62	2025YLW	1	42.1659
G62	2025YLW	2	40.3719
G63	2025YLW	1	39.4112
G63	2025YLW	2	38.1355
G64	2025YLW	1	37.1369
G64	2025YLW	2	34.2658
G65	2025YLW	1	41.9808
G65	2025YLW	2	40.1716
G66	2025YLW	1	39.6563
G66	2025YLW	2	38.8984
G67	2025YLW	1	42.9937
G67	2025YLW	2	41.0345
G68	2025YLW	1	35.4046
G68	2025YLW	2	33.3412
G69	2025YLW	1	36.3034
G69	2025YLW	2	32.3817
G70	2025YLW	1	35.8106
G70	2025YLW	2	32.9618
G71	2025YLW	1	38.1007
G71	2025YLW	2	37.198
G72	2025YLW	1	NA
G72	2025YLW	2	41.3059
G73	2025YLW	1	43.1364
G73	2025YLW	2	40.759
G74	2025YLW	1	40.1361
G74	2025YLW	2	38.9211
G75	2025YLW	1	45.1667
G75	2025YLW	2	45.1198
G76	2025YLW	1	38.5137
G76	2025YLW	2	37.9936
G77	2025YLW	1	41.5936
G77	2025YLW	2	39.8144
G78	2025YLW	1	44.9492
G78	2025YLW	2	40.4046
G79	2025YLW	1	45.3141
G79	2025YLW	2	43.3279
G80	2025YLW	1	48.0769
G80	2025YLW	2	45.5245
G81	2025YLW	1	44.7622
G81	2025YLW	2	43.8571
G82	2025YLW	1	47.1275
G82	2025YLW	2	46.53
G83	2025YLW	1	42.0859
G83	2025YLW	2	40.736
G84	2025YLW	1	43.7763
G84	2025YLW	2	41.7847
G85	2025YLW	1	43.9045
G85	2025YLW	2	41.988
G86	2025YLW	1	44.6418
G86	2025YLW	2	42.9857
G87	2025YLW	1	47.0363
G87	2025YLW	2	45.059
G88	2025YLW	1	44.437
G88	2025YLW	2	42.0147
G89	2025YLW	1	43.1826
G89	2025YLW	2	42.0233
G90	2025YLW	1	42.2164
G90	2025YLW	2	40.0962
G91	2025YLW	1	40.1429
G91	2025YLW	2	38.0671
G92	2025YLW	1	48.7871
G92	2025YLW	2	46.6163
G93	2025YLW	1	46.0094
G93	2025YLW	2	44.0976
G94	2025YLW	1	42.7778
G94	2025YLW	2	41.013
G95	2025YLW	1	44.85
G95	2025YLW	2	43.1649
G96	2025YLW	1	44.5742
G96	2025YLW	2	42.5856
G97	2025YLW	1	41.2921
G97	2025YLW	2	39.9839
G98	2025YLW	1	44.0573
G98	2025YLW	2	42.6446
G99	2025YLW	1	40.6986
G99	2025YLW	2	39.1042
G100	2025YLW	1	50.431
G100	2025YLW	2	48.0538
G101	2025YLW	1	48.3984
G101	2025YLW	2	48.6741
G102	2025YLW	1	47.21
G102	2025YLW	2	47.1734
G103	2025YLW	1	41.3636
G103	2025YLW	2	40.0746
G104	2025YLW	1	39.4239
G104	2025YLW	2	37.9758
G105	2025YLW	1	46.3261
G105	2025YLW	2	46.4748
G106	2025YLW	1	42.008
G106	2025YLW	2	40.5113
G107	2025YLW	1	42.7978
G107	2025YLW	2	40.1118
G108	2025YLW	1	43.6107
G108	2025YLW	2	42.5207
G109	2025YLW	1	44.5338
G109	2025YLW	2	44.178
G110	2025YLW	1	52.8511
G110	2025YLW	2	52.2245
G111	2025YLW	1	47.8256
G111	2025YLW	2	46.5528
G112	2025YLW	1	47.2845
G112	2025YLW	2	47.7064
G113	2025YLW	1	46.3398
G113	2025YLW	2	45.2229
G114	2025YLW	1	47.3514
G114	2025YLW	2	44.8156
G115	2025YLW	1	38.7045
G115	2025YLW	2	39.4063
G116	2025YLW	1	41.8741
G116	2025YLW	2	40.3918
G117	2025YLW	1	43.4754
G117	2025YLW	2	42.0253
G118	2025YLW	1	47.0536
G118	2025YLW	2	45.1477
G119	2025YLW	1	41.1288
G119	2025YLW	2	39.4206
G120	2025YLW	1	46.6779
G120	2025YLW	2	44.3882
G121	2025YLW	1	36.0126
G121	2025YLW	2	35.3139
G122	2025YLW	1	44
G122	2025YLW	2	41.1105
G123	2025YLW	1	42.2201
G123	2025YLW	2	37.6384
G124	2025YLW	1	45.7333
G124	2025YLW	2	44.0638
G125	2025YLW	1	41.4058
G125	2025YLW	2	39.2669
G126	2025YLW	1	38.124
G126	2025YLW	2	35.989
G127	2025YLW	1	41.7039
G127	2025YLW	2	37.3289
G128	2025YLW	1	41.1653
G128	2025YLW	2	39.4965
G129	2025YLW	1	40.7386
G129	2025YLW	2	39.3129
G130	2025YLW	1	38.4511
G130	2025YLW	2	36.3681
G131	2025YLW	1	41.5105
G131	2025YLW	2	39
G132	2025YLW	1	43.6791
G132	2025YLW	2	43.1637
G133	2025YLW	1	36.5752
G133	2025YLW	2	36.0749
G134	2025YLW	1	40.4667
G134	2025YLW	2	39.7765
G135	2025YLW	1	35.9881
G135	2025YLW	2	35.7651
G136	2025YLW	1	27.5615
G136	2025YLW	2	27.0113
G137	2025YLW	1	37.5942
G137	2025YLW	2	37.7417
G138	2025YLW	1	43.3333
G138	2025YLW	2	41.4154
G139	2025YLW	1	44.681
G139	2025YLW	2	42.3978
G140	2025YLW	1	40.8015
G140	2025YLW	2	39.9648
G141	2025YLW	1	38.1517
G141	2025YLW	2	38.3688
G142	2025YLW	1	41.7914
G142	2025YLW	2	39.3919
G143	2025YLW	1	43.5234
G143	2025YLW	2	40.2093
G144	2025YLW	1	39.1152
G144	2025YLW	2	36.6625
G145	2025YLW	1	37.831
G145	2025YLW	2	35.2418
G146	2025YLW	1	40.3729
G146	2025YLW	2	38.8385
G147	2025YLW	1	42.7236
G147	2025YLW	2	41.09
G148	2025YLW	1	44.2773
G148	2025YLW	2	42.5
G149	2025YLW	1	39.7668
G149	2025YLW	2	37.1483
G150	2025YLW	1	43.3333
G150	2025YLW	2	42.4384
G151	2025YLW	1	38.9477
G151	2025YLW	2	36.6016
G152	2025YLW	1	40.4207
G152	2025YLW	2	38.5355
G153	2025YLW	1	41.5984
G153	2025YLW	2	39.4896
G154	2025YLW	1	43.5
G154	2025YLW	2	43.0076
G155	2025YLW	1	39.4459
G155	2025YLW	2	37.9324
G156	2025YLW	1	42.5575
G156	2025YLW	2	42.1935
G157	2025YLW	1	40.855
G157	2025YLW	2	39.303
G158	2025YLW	1	42.7305
G158	2025YLW	2	40.7401
G159	2025YLW	1	43.4255
G159	2025YLW	2	42.7015
G160	2025YLW	1	45.0839
G160	2025YLW	2	44.1847
G161	2025YLW	1	44.4785
G161	2025YLW	2	39.5932
G162	2025YLW	1	40.8968
G162	2025YLW	2	39.0377
G163	2025YLW	1	41.3819
G163	2025YLW	2	39.799
G164	2025YLW	1	43.6287
G164	2025YLW	2	41.085
G165	2025YLW	1	44.8324
G165	2025YLW	2	43.6689
G166	2025YLW	1	40.5615
G166	2025YLW	2	38.6822
G167	2025YLW	1	45.9527
G167	2025YLW	2	43.1759
G168	2025YLW	1	40.5726
G168	2025YLW	2	40.7949
G169	2025YLW	1	46.493
G169	2025YLW	2	43.2209
G170	2025YLW	1	41.6842
G170	2025YLW	2	41.3353
G171	2025YLW	1	35.4591
G171	2025YLW	2	33.0054
G172	2025YLW	1	39.4274
G172	2025YLW	2	36.383
G173	2025YLW	1	42.4
G173	2025YLW	2	41.616
G174	2025YLW	1	42.1366
G174	2025YLW	2	39.3593
G175	2025YLW	1	39.7864
G175	2025YLW	2	35.9783
G176	2025YLW	1	47.0991
G176	2025YLW	2	44.156
G177	2025YLW	1	46.1159
G177	2025YLW	2	44.0458
G178	2025YLW	1	39.9835
G178	2025YLW	2	39.1438
G179	2025YLW	1	38.5438
G179	2025YLW	2	36.1337
G180	2025YLW	1	41.7895
G180	2025YLW	2	38.4485
G181	2025YLW	1	41.0807
G181	2025YLW	2	40.1909
G182	2025YLW	1	31.3295
G182	2025YLW	2	28.8387
G183	2025YLW	1	36.7844
G183	2025YLW	2	36.5072
G184	2025YLW	1	39.3833
G184	2025YLW	2	37.7373
G185	2025YLW	1	38.2475
G185	2025YLW	2	35.4255
G186	2025YLW	1	27.283
G186	2025YLW	2	27.4011
G187	2025YLW	1	29.7967
G187	2025YLW	2	28.4559
G188	2025YLW	1	26.6845
G188	2025YLW	2	25.257
G189	2025YLW	1	34.6091
G189	2025YLW	2	32.6148
G190	2025YLW	1	31.3217
G190	2025YLW	2	29.1657
G191	2025YLW	1	24.7792
G191	2025YLW	2	22.6339
G192	2025YLW	1	34.6577
G192	2025YLW	2	31.8626
G193	2025YLW	1	27.9363
G193	2025YLW	2	25.7265
G194	2025YLW	1	42.4958
G194	2025YLW	2	40.2708
G195	2025YLW	1	42.486
G195	2025YLW	2	41.875
G196	2025YLW	1	44.1655
G196	2025YLW	2	42.2778
G197	2025YLW	1	36.7071
G197	2025YLW	2	35.7377
G198	2025YLW	1	43.6696
G198	2025YLW	2	43.255
G199	2025YLW	1	36.2462
G199	2025YLW	2	33.9605
G200	2025YLW	1	38.5421
G200	2025YLW	2	37.7704
G201	2025YLW	1	39.0323
G201	2025YLW	2	39.1463
G202	2025YLW	1	34.4101
G202	2025YLW	2	32.6332
G203	2025YLW	1	45.1325
G203	2025YLW	2	44.6842
G204	2025YLW	1	46.4017
G204	2025YLW	2	44.9833
G205	2025YLW	1	44.3421
G205	2025YLW	2	43.3646
G206	2025YLW	1	46.832
G206	2025YLW	2	45.2889
G207	2025YLW	1	43.6183
G207	2025YLW	2	38.108
G208	2025YLW	1	40.1548
G208	2025YLW	2	39.4828
G209	2025YLW	1	47.6383
G209	2025YLW	2	46.4268
G210	2025YLW	1	34.1987
G210	2025YLW	2	32.4263
G211	2025YLW	1	40.8254
G211	2025YLW	2	39.4733
G212	2025YLW	1	45.3441
G212	2025YLW	2	44.9205
G213	2025YLW	1	36.1776
G213	2025YLW	2	35.2366
G214	2025YLW	1	39.2931
G214	2025YLW	2	37.7181
G215	2025YLW	1	38.6713
G215	2025YLW	2	36.9243
G216	2025YLW	1	38.8033
G216	2025YLW	2	37.9318
G217	2025YLW	1	35.2609
G217	2025YLW	2	35.254
G218	2025YLW	1	38.9116
G218	2025YLW	2	37.1329
G219	2025YLW	1	40.5172
G219	2025YLW	2	39.5804
G220	2025YLW	1	44.8414
G220	2025YLW	2	42.2299
G221	2025YLW	1	40.1776
G221	2025YLW	2	37.9847
G222	2025YLW	1	44.1161
G222	2025YLW	2	41.6607
G223	2025YLW	1	46.2185
G223	2025YLW	2	44
G224	2025YLW	1	46.0238
G224	2025YLW	2	45.7387
G225	2025YLW	1	39.6761
G225	2025YLW	2	37.6802
G226	2025YLW	1	38.5721
G226	2025YLW	2	36.4396
G227	2025YLW	1	42.5618
G227	2025YLW	2	39.8841
G228	2025YLW	1	42.6154
G228	2025YLW	2	41.7852
G229	2025YLW	1	43.7746
G229	2025YLW	2	42.1926
G230	2025YLW	1	37.3276
G230	2025YLW	2	36.5385
G231	2025YLW	1	37.3119
G231	2025YLW	2	37.1463
G232	2025YLW	1	38.5048
G232	2025YLW	2	36.28
G233	2025YLW	1	42.9451
G233	2025YLW	2	43.6778
G234	2025YLW	1	44.2112
G234	2025YLW	2	41.0992
G235	2025YLW	1	39.0288
G235	2025YLW	2	37.4516
G236	2025YLW	1	41.2994
G236	2025YLW	2	38.4667
G237	2025YLW	1	37.8879
G237	2025YLW	2	33.8785
G238	2025YLW	1	44.0252
G238	2025YLW	2	43.7293
G239	2025YLW	1	39.062
G239	2025YLW	2	37.0062
G240	2025YLW	1	43.1825
G240	2025YLW	2	39.8207
G241	2025YLW	1	41.7984
G241	2025YLW	2	38.2416
G242	2025YLW	1	47.2258
G242	2025YLW	2	45.3413
G243	2025YLW	1	43.6101
G243	2025YLW	2	43.0241
G244	2025YLW	1	41.6115
G244	2025YLW	2	39.8839
G245	2025YLW	1	44.0109
G245	2025YLW	2	42.5227
G246	2025YLW	1	40.8947
G246	2025YLW	2	40.1989
G247	2025YLW	1	43.1556
G247	2025YLW	2	40.3657
G248	2025YLW	1	38.6905
G248	2025YLW	2	36.2332
G249	2025YLW	1	40.1858
G249	2025YLW	2	39.6538
G250	2025YLW	1	40.3082
G250	2025YLW	2	39.2434
G251	2025YLW	1	48.198
G251	2025YLW	2	46.3973
G252	2025YLW	1	37.4451
G252	2025YLW	2	34.36
G253	2025YLW	1	43.5143
G253	2025YLW	2	41.4914
G254	2025YLW	1	40.4143
G254	2025YLW	2	39.5992
G255	2025YLW	1	42.2057
G255	2025YLW	2	39.5954
G256	2025YLW	1	46.2101
G256	2025YLW	2	43.4155
G257	2025YLW	1	43.4944
G257	2025YLW	2	42
G258	2025YLW	1	41.2298
G258	2025YLW	2	39.042
G259	2025YLW	1	40.2778
G259	2025YLW	2	38.962
G260	2025YLW	1	40.7874
G260	2025YLW	2	38.0405
G261	2025YLW	1	41.952
G261	2025YLW	2	40.7081
G262	2025YLW	1	44.787
G262	2025YLW	2	42.2611
G263	2025YLW	1	43.457
G263	2025YLW	2	40.5071
G264	2025YLW	1	41.5714
G264	2025YLW	2	40.0826
G265	2025YLW	1	45.2086
G265	2025YLW	2	43.9084
G266	2025YLW	1	46.9909
G266	2025YLW	2	45.8091
G267	2025YLW	1	39.384
G267	2025YLW	2	37.4477
G268	2025YLW	1	44.6741
G268	2025YLW	2	45.0126
G269	2025YLW	1	35.5917
G269	2025YLW	2	34.9647
G270	2025YLW	1	39.0313
G270	2025YLW	2	37.4167
G271	2025YLW	1	32.5541
G271	2025YLW	2	32.3864
G272	2025YLW	1	42.9489
G272	2025YLW	2	38.4565
G273	2025YLW	1	40.6977
G273	2025YLW	2	36.9504
G274	2025YLW	1	38.7179
G274	2025YLW	2	36.4486
G275	2025YLW	1	42.8551
G275	2025YLW	2	41.2256
G276	2025YLW	1	43.3908
G276	2025YLW	2	40.5714
G277	2025YLW	1	43.0781
G277	2025YLW	2	42.3688
G278	2025YLW	1	44.2283
G278	2025YLW	2	43.6769
G279	2025YLW	1	40.0056
G279	2025YLW	2	39.7714
G280	2025YLW	1	36.959
G280	2025YLW	2	35.7442
G281	2025YLW	1	41.1667
G281	2025YLW	2	40.9608
G282	2025YLW	1	46.7152
G282	2025YLW	2	38.448
G283	2025YLW	1	42.2813
G283	2025YLW	2	40.9943
G284	2025YLW	1	43.2143
G284	2025YLW	2	43.4589
G285	2025YLW	1	40.1706
G285	2025YLW	2	40.0916
G286	2025YLW	1	38.2667
G286	2025YLW	2	33.1776
G287	2025YLW	1	40.6826
G287	2025YLW	2	39.25
G288	2025YLW	1	46.2041
G288	2025YLW	2	43.4924
G289	2025YLW	1	42.8
G289	2025YLW	2	38.5309
G290	2025YLW	1	45.3191
G290	2025YLW	2	45.4261
G291	2025YLW	1	45.2151
G291	2025YLW	2	43.5281
G292	2025YLW	1	39.8983
G292	2025YLW	2	37.5991
G293	2025YLW	1	37.1311
G293	2025YLW	2	35.7236
G294	2025YLW	1	40.8269
G294	2025YLW	2	39.3418
G295	2025YLW	1	48.6779
G295	2025YLW	2	44.963
G296	2025YLW	1	39.2188
G296	2025YLW	2	38.8037
G297	2025YLW	1	41.9375
G297	2025YLW	2	40.29
G298	2025YLW	1	44.1439
G298	2025YLW	2	40.6466
G299	2025YLW	1	43.75
G299	2025YLW	2	42.8403
G300	2025YLW	1	42.4396
G300	2025YLW	2	45.1736
G301	2025YLW	1	40.0551
G301	2025YLW	2	40.6794
G302	2025YLW	1	38.8864
G302	2025YLW	2	36.1608
G303	2025YLW	1	44.6327
G303	2025YLW	2	44.2587
G304	2025YLW	1	42.4207
G304	2025YLW	2	40.7633
G305	2025YLW	1	42.7692
G305	2025YLW	2	41.8177
G306	2025YLW	1	42.6299
G306	2025YLW	2	41.8704
G307	2025YLW	1	45.1415
G307	2025YLW	2	42.3263
G308	2025YLW	1	44.752
G308	2025YLW	2	41.4174
G309	2025YLW	1	46.122
G309	2025YLW	2	43.5205
G310	2025YLW	1	44.1221
G310	2025YLW	2	40.1622
G311	2025YLW	1	44.7324
G311	2025YLW	2	41.7697
G312	2025YLW	1	41.2872
G312	2025YLW	2	40.947
G313	2025YLW	1	47.5536
G313	2025YLW	2	46.5
G314	2025YLW	1	45.0549
G314	2025YLW	2	41.6783
G315	2025YLW	1	45.6
G315	2025YLW	2	44.8537
G316	2025YLW	1	45.6441
G316	2025YLW	2	42.4661
G317	2025YLW	1	45.1282
G317	2025YLW	2	43.37
G318	2025YLW	1	40.8357
G318	2025YLW	2	39.777
G319	2025YLW	1	39.9531
G319	2025YLW	2	39.224
G320	2025YLW	1	33.419
G320	2025YLW	2	32.107
G321	2025YLW	1	42.383
G321	2025YLW	2	42.0686
G322	2025YLW	1	44.337
G322	2025YLW	2	41.3091
G323	2025YLW	1	45.5629
G323	2025YLW	2	43.0423
G324	2025YLW	1	40.1719
G324	2025YLW	2	39.0867
G325	2025YLW	1	40.9252
G325	2025YLW	2	38.1145
G326	2025YLW	1	40.4773
G326	2025YLW	2	38.8712
G327	2025YLW	1	39.1111
G327	2025YLW	2	38.1561
G328	2025YLW	1	41.8673
G328	2025YLW	2	39.9537
G329	2025YLW	1	35.1497
G329	2025YLW	2	32.6291
G330	2025YLW	1	41.3299
G330	2025YLW	2	37.5
G331	2025YLW	1	29.2789
G331	2025YLW	2	28.7778
G332	2025YLW	1	26.2011
G332	2025YLW	2	25.9365
G333	2025YLW	1	39.0952
G333	2025YLW	2	35.0955
G334	2025YLW	1	43.4198
G334	2025YLW	2	40.6268
G335	2025YLW	1	35.6278
G335	2025YLW	2	33.6
G336	2025YLW	1	34.1032
G336	2025YLW	2	31.6416
G337	2025YLW	1	35.101
G337	2025YLW	2	34.5655
G338	2025YLW	1	42.5053
G338	2025YLW	2	40.6312
G339	2025YLW	1	41.4672
G339	2025YLW	2	40.2128
G1	2024YL	1	31.1398
G2	2024YL	1	38.6288
G3	2024YL	1	27.6689
G4	2024YL	1	48.8586
G5	2024YL	1	46.955
G6	2024YL	1	41.4381
G7	2024YL	1	49.7236
G8	2024YL	1	44.0442
G9	2024YL	1	44.8512
G10	2024YL	1	47.0245
G11	2024YL	1	43.1267
G12	2024YL	1	44.2588
G13	2024YL	1	36.1128
G14	2024YL	1	45.6462
G15	2024YL	1	47.998
G16	2024YL	1	48.5175
G17	2024YL	1	42.7543
G18	2024YL	1	46.366
G19	2024YL	1	45.0232
G20	2024YL	1	43.8395
G21	2024YL	1	41.2262
G22	2024YL	1	37.3414
G23	2024YL	1	38.3892
G24	2024YL	1	36.9349
G25	2024YL	1	43.2167
G26	2024YL	1	39.7207
G27	2024YL	1	41.1644
G28	2024YL	1	40.5202
G29	2024YL	1	44.6969
G30	2024YL	1	39.4975
G31	2024YL	1	47.2547
G32	2024YL	1	40.5022
G33	2024YL	1	45.1362
G34	2024YL	1	45.3248
G35	2024YL	1	38.931
G36	2024YL	1	39.2494
G37	2024YL	1	50.5879
G38	2024YL	1	42.1387
G39	2024YL	1	35.675
G40	2024YL	1	44.8686
G41	2024YL	1	45.0419
G42	2024YL	1	46.7201
G43	2024YL	1	38.828
G44	2024YL	1	42.0251
G45	2024YL	1	41.9707
G46	2024YL	1	41.1481
G47	2024YL	1	38.9476
G48	2024YL	1	44.2479
G49	2024YL	1	40.205
G50	2024YL	1	43.46
G51	2024YL	1	54.1155
G52	2024YL	1	44.5523
G53	2024YL	1	58.3244
G54	2024YL	1	42.6356
G55	2024YL	1	46.5858
G56	2024YL	1	38.4843
G57	2024YL	1	44.9048
G58	2024YL	1	43.6844
G59	2024YL	1	41.3827
G60	2024YL	1	31.7763
G61	2024YL	1	34.7578
G62	2024YL	1	46.8817
G63	2024YL	1	40.8225
G64	2024YL	1	37.611
G65	2024YL	1	35.1331
G66	2024YL	1	50.8372
G67	2024YL	1	50.06
G68	2024YL	1	37.6322
G69	2024YL	1	37.056
G70	2024YL	1	35.8396
G71	2024YL	1	43.7116
G72	2024YL	1	43.7195
G73	2024YL	1	43.3563
G74	2024YL	1	39.8156
G75	2024YL	1	48.259
G76	2024YL	1	43.5687
G77	2024YL	1	49.9264
G78	2024YL	1	40.2704
G79	2024YL	1	51.6518
G80	2024YL	1	51.5795
G81	2024YL	1	45.7577
G82	2024YL	1	58.9082
G83	2024YL	1	51.1045
G84	2024YL	1	47.4804
G85	2024YL	1	53.4096
G86	2024YL	1	49.8464
G87	2024YL	1	43.2876
G88	2024YL	1	49.7183
G89	2024YL	1	44.1306
G90	2024YL	1	42.3243
G91	2024YL	1	38.7532
G92	2024YL	1	51.1963
G93	2024YL	1	51.0432
G94	2024YL	1	51.204
G95	2024YL	1	45.395
G96	2024YL	1	48.0616
G97	2024YL	1	48.4493
G98	2024YL	1	46.5778
G99	2024YL	1	40.2756
G100	2024YL	1	40.4124
G101	2024YL	1	48.494
G102	2024YL	1	55.9927
G103	2024YL	1	41.4185
G104	2024YL	1	45.6776
G105	2024YL	1	47.0567
G106	2024YL	1	46.5506
G107	2024YL	1	47.7567
G108	2024YL	1	45.1384
G109	2024YL	1	45.3011
G110	2024YL	1	50.2382
G111	2024YL	1	51.5918
G112	2024YL	1	53.3499
G113	2024YL	1	50.178
G114	2024YL	1	54.468
G115	2024YL	1	43.2668
G116	2024YL	1	52.1224
G117	2024YL	1	41.8445
G118	2024YL	1	54.3959
G119	2024YL	1	47.1716
G120	2024YL	1	51.9884
G121	2024YL	1	47.2759
G122	2024YL	1	43.0021
G123	2024YL	1	39.0023
G124	2024YL	1	49.2095
G125	2024YL	1	37.5945
G126	2024YL	1	40.4898
G127	2024YL	1	43.9644
G128	2024YL	1	46.819
G129	2024YL	1	40.7447
G130	2024YL	1	39.536
G131	2024YL	1	38.1575
G132	2024YL	1	48.2386
G133	2024YL	1	41.5124
G134	2024YL	1	45.6618
G135	2024YL	1	40.1656
G136	2024YL		31.0535
G137	2024YL	1	30.6612
G138	2024YL	1	42.3488
G139	2024YL	1	47.8167
G140	2024YL	1	36.3022
G141	2024YL	1	35.8687
G142	2024YL	1	44.0446
G143	2024YL	1	49.6659
G144	2024YL	1	40.0716
G145	2024YL	1	43.9268
G146	2024YL	1	48.3626
G147	2024YL	1	43.9887
G148	2024YL	1	50.567
G149	2024YL	1	38.4842
G150	2024YL	1	52.4107
G151	2024YL	1	35.8518
G152	2024YL	1	33.9015
G153	2024YL	1	42.956
G154	2024YL	1	46.6351
G155	2024YL	1	32.3697
G156	2024YL	1	45.3953
G157	2024YL	1	42.5362
G158	2024YL	1	48.4625
G159	2024YL	1	42.8676
G160	2024YL	1	43.3271
G161	2024YL	1	44.7735
G162	2024YL	1	36.3725
G163	2024YL	1	40.7071
G164	2024YL	1	47.366
G165	2024YL	1	44.9426
G166	2024YL	1	49.1891
G167	2024YL	1	44.4822
G168	2024YL	1	47.6407
G169	2024YL	1	44.4036
G170	2024YL	1	46.3222
G171	2024YL	1	41.7189
G172	2024YL	1	43.6083
G173	2024YL	1	44.1146
G174	2024YL	1	49.8507
G175	2024YL	1	44.8658
G176	2024YL	1	52.5588
G177	2024YL	1	48.7953
G178	2024YL	1	43.7081
G179	2024YL	1	41.3162
G180	2024YL	1	49.598
G181	2024YL	1	55.0294
G182	2024YL	1	38.3908
G183	2024YL	1	47.223
G184	2024YL	1	49.754
G185	2024YL	1	47.9333
G186	2024YL	1	36.5
G187	2024YL	1	40.6629
G188	2024YL	1	35.3527
G189	2024YL	1	46.6706
G190	2024YL	1	44.5892
G191	2024YL	1	29.1923
G192	2024YL	1	NA
G193	2024YL	1	NA
G194	2024YL	1	52.1595
G195	2024YL	1	49.2785
G196	2024YL	1	54.3091
G197	2024YL	1	40.5526
G198	2024YL	1	51.491
G199	2024YL	1	51.3366
G200	2024YL	1	54.8662
G201	2024YL	1	47.5348
G202	2024YL	1	46.6336
G203	2024YL	1	56.0094
G204	2024YL	1	45.1799
G205	2024YL	1	38.8134
G206	2024YL	1	52.8984
G207	2024YL	1	57.403
G208	2024YL	1	43.047
G209	2024YL	1	64.0375
G210	2024YL	1	43.2295
G211	2024YL	1	52.5909
G212	2024YL	1	53.0937
G213	2024YL	1	47.7527
G214	2024YL	1	49.8899
G215	2024YL	1	49.5366
G216	2024YL	1	51.7048
G217	2024YL	1	48.6688
G218	2024YL	1	45.6857
G219	2024YL	1	50.6207
G220	2024YL	1	54.2287
G221	2024YL	1	50.5786
G222	2024YL	1	51.7018
G223	2024YL	1	56.25
G224	2024YL	1	56.4717
G225	2024YL	1	45.2547
G226	2024YL	1	42.3884
G227	2024YL	1	48.4987
G228	2024YL	1	50.034
G229	2024YL	1	51.756
G230	2024YL	1	49.8615
G231	2024YL	1	51.4458
G232	2024YL	1	52.2345
G233	2024YL	1	51.9932
G234	2024YL	1	55.852
G235	2024YL	1	45.3292
G236	2024YL	1	47.9678
G237	2024YL	1	47.6296
G238	2024YL	1	51.0852
G239	2024YL	1	42.8547
G240	2024YL	1	48.271
G241	2024YL	1	46.7784
G242	2024YL	1	51.4427
G243	2024YL	1	54.24
G244	2024YL	1	48.5365
G245	2024YL	1	55.2937
G246	2024YL	1	51.6451
G247	2024YL	1	49.9044
G248	2024YL	1	44.8967
G249	2024YL	1	50.1484
G250	2024YL	1	48.5539
G251	2024YL	1	51.7463
G252	2024YL	1	34.1742
G253	2024YL	1	47.735
G254	2024YL	1	47.4972
G255	2024YL	1	47.6803
G256	2024YL	1	56.2009
G257	2024YL	1	51.19
G258	2024YL	1	44.9562
G259	2024YL		44.1935
G260	2024YL	1	50.0503
G261	2024YL	1	50.5039
G262	2024YL	1	50.3618
G263	2024YL	1	52.1728
G264	2024YL	1	53.5811
G265	2024YL	1	53.8857
G266	2024YL	1	52.9157
G267	2024YL	1	38.6681
G268	2024YL	1	53.4924
G269	2024YL	1	48.7514
G270	2024YL	1	49.2964
